Nome do negócio,Nome do contato no negócio,Qual feature está indisponível,Motivo fechamento perdido,Data entrada perdido SDR,Data entrada perdido CLOSER,Número de lojas,Observação,Observações de atividades
Art Pao Panificadora e Confeitaria - Vila Alzira,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,"27/11 - Cliente afirmou estar muito atarefada para poder tratar com Collact. Pediu que voltássemos na segunda semana de dezembro.
 O EC está em um momento de reestruturação e por isso não consegue focar em Collact. Nos pediu tempo e paciência.
 26/11- Contato a respeito de treinamento, Não respondido pela cliente.
 25/11- Mensagem de FUP, cliente gostaria de fazer campanhas porém não acredita que este seja o momento mas gostaria de treinamento para cadastrar seus cliente 
 22/11 - Recebeu vídeo com estratégia e reagiu positivamente.
 Video Loom: https://www.loom.com/share/c3efc20211de419a9e796dff7535cdf5
 Ainda está utilizando Cielo.
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Notaro Flores e Bistrô - Boa Viagem,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,outro contato: 81989896803 - Hilton,
Donna Maria - Casa Caiada,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,,
Burger Grill Camaragibe - Bairro Novo do Carmelo,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,"EC é muito grande, tem 5 caixas e delivery, precisa de ajuda pessoalmente pra ensinar todo mundo",
Hamburgueria São Carlos - Centro,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,,
D Vitaminas Barra BG - Barra da Tijuca,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,,
Burgway - Potengi,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,85000000000,
Diana Cafe - Boa Viagem,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,81988913088,
Clara Milk Shake - Lagoa Azul,,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,85000000000,
Modelo Frei 1 - Centro (Sul),,,Limpeza de Funil,2025-01-24T20:36:47.046Z,,,"@Ana Carvalho 22/05/2020: Falei com um funcionário da Padaria, ele disse que o td normalmente chega por volta das 11h.. 11:30 e só consegue falar com ele nesse número 86 3221-8595
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
D Vitaminas Barra CV - Barra da Tijuca,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Lagoa's Restaurante - Tiradentes,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
São Quim - Av. Churchill 60 loja B,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Foram feitos três contatos. Estão em obra no dia de hoje!,
Bistro 1 - Caminho das Árvores,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"27/01: intenção é de trazer mais clientes de fora, pois fica dentro de um shopping empresarial. Fazem eventos e alguns clientes, embora raros, pagam esses eventos no cartão, por isso eles não podem ser cadastrados. Começaram a funcionar aos sábados agora, então o foco da conversa foi em incentivar os clientes a irem no sábado e trazer mais gente de fora do empresarial. Criei todas as ofertas com o TD. TD disse que já aconteceu algumas vezes de as pessoas da mesa dizerem que",
Restaurante Saborea - Jardim Goiás,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta.",
Lale - Asa Sul,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Relicario - Lago Norte,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,sem dúvidas.,
Mari Uemura - SETOR BELA VISTA,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Coa Café - Várzea da Barra Funda,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Cliente não tem mais interesse em conversar,
Doce Margarida - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,84999996382 - Naira,
Pyq - Pan Y Queso Empório e Rastaurante - Brooklin,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Aiqbom - Cidade Nova,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Simple - Vila Cordeiro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 13/12 - encerrei contato e me coloquei à disposição para conversar quando ele quiser
 
 -04/12 - FUP por email (mesmas infos do vídeo) FYI clieente nunca assistiu o vídeo
 
 - 28/11 - compilado de informações sobre o cliente em https://docs.google.com/spreadsheets/d/1PJ1wrwgRCd54Rp4B4z4r39Uvk16j1wFEFmIfW4TXjZA/edit?ts=5ddfd18d#gid=0
 
 - De posse dessas informações, Victor enviou mensagem via workplace para Agente Stone responsável pelo EC. A ideia é que o Agente nos ajude a fazer contato com o TD e incentivar o engajamento do mesmo com a ferramenta
 
 - 25/11 - FUP wpp
 - 21/11 - Loom enviado: https://www.loom.com/share/b1070911cd0e491d9b5a8e1c846f1c43",
Doce Deleite - Bosque,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"Esposa: 68 99905-4915 Natalia. Filas que estão fazendo.
 4 maquininhas, 2 funcionários. 
 
 Estavam em rabertura e estavam com medo das filas. Vão trabalhar pra conseguir os cadastros.",
EKS Suplementos - Taboão,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,*,
Churrascaria Luar do Francês - Loteamento Luar do Frances,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Cozinha Afiada - CENTRO,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,* Cliente não interage,
Cantinho Do Acai - Lageado,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
B. Verrines - Jatiúca,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"82996249746
 * A cliente recebeu uma proposta mais atrativa da getnet e decidiu migrar para eles até que finalize o período com eles.
 
 04/07 - Estou conversando com a TD Beatriz por whatsapp. Meu primeiro approach foi relacionado a troca de logotipo e foto.
 05/07 - Enviar 3 sugestões de ofertas - aniversariantes | boas-vindas | aquisição
 08/07 - Acompanhar os resultados
 23/07 - Convidei para participar do Acervo de Cases Collact. Aguardando TD decidir",
Isso E Tacaca - Central,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Santa Fome - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Sr Shiitake - Centro,,,Parou de responder,2025-02-27T15:28:59.113Z,,4,"* Não abre o app sempre
 * Melhor caminho é pela agente Stone dele.
 
 Retenção
 * Os funcionários gostariam de receber uma bonificação e por isso não cadastravam. O TD irá conversar com eles para utilizarem",
Marina Gastropub - Vila Nova Conceição,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- Amistoso;
 - Problemas técnicos (diminuiu a confiança).
 
 Esse cliente estava muito aberto a conversa, porém, era um cliente que estava um pouco frustrado com os problemas na máquina.
 Dizia que conseguia conversar com os clientes e vender Collact, mas está com dificuldade em utilizar a nossa maquininha por causa desse problema
 
 Não me responde exceto quando está reportando um problema",
Botequim Da Francisca - VILA INDEPENDENCIA,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Sushi Casa Verde - Casa Verde,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Milli Mello - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Galeteria Maranhão - Conjunto Ceará II,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.
 18/06/2020: O TD teve um imprevisto e não entrou na demo, ficou de remarcar e não respondeu mais.",
Burgernight Barramar - Calhau,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"98981995980 telefone da Ana Paula, gerente, melhor falar com ela",
Crema Shopping Paralela - Patamares,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Lanchonete Kanguroo - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,- 04/02 - máquina do cliente está quebrada e entrou em contato solicitando troca. orientei que falasse com Stone,
Acai Concept Riomar - Riomar,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"* Cliente está saindo de Collact porque seu franqueador escolher getnet como adquirente padrão.
 *Caso para franquias. 
 Telefone não atende
 *Cliente também repassou a crítica de seus motoboys de que collact está muito lenta.
 
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta.",
Top Pot - LIBERDADE,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,12000000000,
Duckbill - Shopping Taboão,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,- 11/12 - alterei o título das ofertas ativas --> adicionei as informações descrita no campo informações adicionais,
Bem Brasil Costelaria - City América,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,!,
La Pasta - São Benedito,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"Telefone é do Mateus, marido da TD
 Juliana: 34991178855",
Sr. Banana Açaí Simões Filho - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"71 993524417 - Suzane, esposa do TD, cuida do Financeiro",
Mvita Cgr suplementos - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Acreditava que painel e app juntavam.,
Esfiha E Cia - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Greengo Vegetariano - Batel,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"41995072871
 09/01: Tinham cartão fidelidade de papel em que se ganhava a 11ª refeição. TD achou o painel bem intuitivo e entendeu a importância de cadastrar os clientes. Já tinham promoções de dar suco e cookie e disse que os clientes adoram.",
Barziin - Asa Norte,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Coronel Mostarda - Batista Campos,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"91998130842 - Paula
 91998140409 - Amanda
 02/06/2020: Falei com a Amanda, ela pediu para ligar amanhã às 11:30 para pegar o número da TD, pois eles tinham 4 lojas do Coronel Mostarda, estão fechando todas as lojas. Mas estão abrindo outra loja.
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Mandioca Gourmet - PARALELA,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,72000000000,
Popskull - VILA LAGEADO,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"@Pedro Melges O TD é um cliente antigo ja, que nunca entramos em contato. Ele não sabe utilizar muito bem o App e mesmo assim ja esta quase engajando, então acho uma otimo oportunidade",
Jandá Steak - Vila Leopoldina,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Restaurante La In Casa - Santa Fé,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,68000000000,
Sabor Da Amazonia - 2 de Abril,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Chatinhos Rua 2' - Jardim Primavera,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Tabua De Frios Itália - Jardim das Nações,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 23/01 - cliente não transaciona com Collact há duas semanas, mas está com fluxo intenso de resgates. Churn?
 O curioso é que as demais unidades (udas) estão transacionando normalmente.
 Enviei wpp e estou aguardando retorno do cliente
 
 26/11 - Whats enviado para o cliente, pareceu interessado no começo mas deixou de responder. Estava com dúvidas.
 
 ""22/11 - e-mail ! Cliente não possuia telefone com whats! Não obtive respostas
 ""
 
 
 31/7- Enviei meu video ajudando a cadastrar mais
 
 29/7 - Fiz contato por telefone e whatsapp pra entender o problema que ele tinha - funcionário colocando todos os cartões no CPF dele
 
 Video Loom: https://www.loom.com/share/eb0e9c9e081c4426872ef72c0ae02625",
Karibune - Del Castilho,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Sorveteria Araujo - ASA NORTE,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Vita Nutri - Itacibá,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Estação Restaurante e Pizzaria - VILA MARIA,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"x
 11947128857",
Sueli Bolos - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Pintai - Vila Domingues,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Não consegui enviar wpp,
Nutri Brasil Shop - ALTO ALEGRE,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Churrascaria Alvorada - São Luis de Montes Belos - GO,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"@Ana Carvalho 27/05/2020: Tentei contato pelo whatsapp e não obtive resposta. Só visualizaram! {CAMPANHA DE OFERTAS ATIVAS}
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Cardabelle Padaria - ASA NORTE,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,sem dúvidas.,
Lanche do Parente Hamburgueria - Buritizal,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Nonno Giotto - Calhau,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Gelateria Primo Amore - Vila Mariana,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Burguer De Garagem - Jardim Paulista,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,**,
Pasqualine Express - Vila Santa Cecília,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,***,
AeroGourmet Café e Restaurante - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Schmitt Buffet & Eventos - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,48000000000,
Coffee Time - Jardim Nasralla,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,- 02/04 - paralisaram atividades,
Fioca Confeitaria Saudável - Vila Buarque,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"Data de aniversário errada e não permitida no cadastro (coloquei a minha (LEMBRAR DE AJUSTAR)
 
 Passou aniversário pela ligação: 11/07/1967",
Drop Burger - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Pães e Doces Pirituba - Jardim Felicidade,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Restaurante Vitoria - AERO CLUBE,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Comer Bem - Vila Nova Sorocaba,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Email é do estabelecimento e não do TD,
Pasqualine Empório Gourmet - Vila Santa Cecília,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,25000000000,
Waltinho Churrascos e Hambúrgueres - Setor Central,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"Aguardando máquinas.
 03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Estação Restaurante - Parada Inglesa,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Rest Quintas Do Calhau - Quintas Do Calhau,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,99000000000,
Saiani Restaurante - Jardim Itapuã,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
The Burger Market - Bela Vista,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,11989409540 - Mayara (caixa),
Estalagem Beer&games - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,*,
Churrascaria Cantão - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,68000000000,
Menos Dz8 Congelados - Vila Mariana,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"Verificar preço da mensalidade (é possível negociar?) 
 *acha que no momento de sazonalidade (meio de ano) pode pesar no orçamento",
Brooks Hamburgueria São Carlos - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 23/01 - TD vai cancelar Collact pois produtos não o atende. precisa de ferramenta que contemple clientes que pagam em dinheiro e cartão
 - 23/01 - Não utiliza Collact há umas duas semanas. Enviei wpp",
Rakki - Jardim Esplanada,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Vita Vibe - Jardim Cidade Universitaria,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"@Ana Carvalho 26/05/2020:{CAMPANHA DE OFERTAS ATIVAS} Falei com o Td, quer muito conversar com a gente, agendei para amanhã às 13:30
 27/05/2020: falei com o td, super engajado. Adorou as novas abas, e vai criar novas estratégias e vai ampliar o delivery nas 2 lojas com o BeeDelivery. Além de que vai fazer uma cédula de cashback em dinheiro, para o cliente que paga em dinheiro, ter os mesmos benefícios.
 03/06/2020: Disparo de mensagem para religação das ofertas, td quer reativar",
Horta Local - São Cristóvão,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Taliato - Flamengo,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,Email não é do TD,
KIMAS - CENTRO,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Cheirinho De Café - Água Branca,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"TD não está mais a frente do cafe. Endereço do estabelecimento não aparece no Google para conferência (é essa rua e nº mesmo? - conferir na ligação)
 
 CEP está incorreto 
 
 Ainda não passou na Análise de Riscos Stone; 
 Acesso ao painel já enviado (autorizado pelo Bê e Marreta)",
Pao & Companhia - Praia da Costa,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 13/12 - Finalizei contato e me coloquei à disposição para conversar em momento oportuno para o cliente
 
 - 28/11 - compilado de informações sobre o cliente em https://docs.google.com/spreadsheets/d/1PJ1wrwgRCd54Rp4B4z4r39Uvk16j1wFEFmIfW4TXjZA/edit?ts=5ddfd18d#gid=0
 
 - De posse dessas informações, Victor enviou mensagem via workplace para Agente Stone responsável pelo EC. A ideia é que o Agente nos ajude a fazer contato com o TD e incentivar o engajamento do mesmo com a ferramenta
 
 - 26/11 - Loom enviado via email: https://www.loom.com/share/9c98413c01424d2d8808ed89dc3339a9
 
 INFO: 129 clientes cadastrados em 27/11 (14h40) - 1-15% opted-in
 
 - 25/11 - Começaram a cadastrar clientes em 13/11 --> bom momento para engajar 
 Tem um programa de fidelidade que vai usar ainda em outubro",
Cocina D'oro - Jardim Paulista,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 28/01 - entrou em contato para criar oferta! criamos oferta de aquisição, boas vindas e aniversário
 - 16/01 - DT recebeu email de ofertas e se interessou. expliquei sobre as ofertas que temos e o disparo de wpp. 
 vai conversar com o sócio para estudar a melhor estratégia (querem trazer os clientes novos logo e reativar os que não voltam há muito tempo)",
Primo Piato Asa Norte - Asa Norte,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,#ERROR!,
Camaroes Do Norte - Potengi,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Mariah Laranjeiras - Pinheiros,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,* Growming ok,
Charlie Brown Burger - Jardim Camburi,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,24/7 - Enviei uma sugestão de oferta. Disse que ia alinhar com o esposo e retornaria.,
Kosho - VILA UBERABINHA,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
P&c Castanheiras - Praia da Costa,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"telefone é da loja
 27992751655 - Cristiane (administrativo)",
Cervejaria Inprudente - PARQUE CEDRAL,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,- 12/12 - Readequei o título das ofertas,
Munik Vila Nova Conceição - Itaim Bibi,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Beef Company - Vila Santa Helena,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"- 06/04 - Gabi é a nova gerente 18 99755-3146
 solicitei que alterem os dados d contato pois ainda constam dados do Jackson
 
 27/11 - O gerente Jackson não é mais parte do estabelecimento. Consegui o contato de Gabi, nova gerente. Aguardando o retorno dela.
 
 25/11 - Tentativa de ligação para Jackson porém sem sucesso.
 
 22/11 - e-mail ! Cliente não possuia telefone com whats! Não obtive respostas
 
 Video Loom: https://www.loom.com/share/40bba47a3a454018b28014f32f47929a",
Arroba Meat Grill - Vila Vilas Boas,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,68000000000,
Emporio Natural Penha - Centro,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,,
Chocolamour - Jardins,,,Limpeza de Funil,2025-01-24T20:37:24.229Z,,,"(79) 99602-1219 Cristina é a gerente e cuida de Collact
 - 04/12 - Adriana (TD) respondue e disse que ficamos de entrar em contato com a gerente para explicar mais sobre a ferramenta e tirar dúvidas. Vai verificar se isso foi feito ou não e me retornará. Pedi que ela passasse meu número à gerente para que eu possa estar em contato direto com ela (que é quem toma conta da operação)
 - 04/12 - FUP via wpp
 - 02/12 - email com informações sobre uso do painel, reforço da ""frase mágica"", sugestão de uso do whatsapp para ofertas exclusivas para clientes cadastrados e oferta de aniversário (algo similar ao que já divulgaram no instagram)
 INFO: 67 clientes cadastrados em 02/12 (15h48) - 1-15% opted-in
 03/06/2020: Disparo de mensagem para religação das ofertas, a td estava com dúvida dos valores que está pagando.",
